application_id,state,sector,investment,employees,approval_count,document_count,missing_document_count,inspection_required,department_count,previous_queries,project_stage,applicant_type,season,authority,sla_days,actual_processing_days,delayed
APP_SYN_0182,Gujarat,Food Processing,9487198.71,90,2,8,0,0,2,3,Pre-Operation,MSME,Q1,UP Fire Service,15,17.6,1
APP_SYN_0183,Tamil Nadu,Chemicals,10711307.56,55,6,18,0,1,3,1,Pre-Establishment,MSME,Q2,FSSAI,15,16.9,1
APP_SYN_0184,Uttar Pradesh,Manufacturing,27425607.31,284,8,24,0,0,2,1,Operation,Enterprise,Q3,UP Fire Service,45,41.8,0
APP_SYN_0185,Uttar Pradesh,Manufacturing,280652.19,9,1,5,0,1,1,1,Pre-Operation,Individual,Q1,CEIG,15,14.1,0
APP_SYN_0186,Tamil Nadu,Food Processing,4006896.59,60,2,10,1,0,1,0,Pre-Operation,MSME,Q2,UPPCB,30,32.1,1
APP_SYN_0187,Gujarat,Food Processing,6285993.0,17,2,8,2,1,1,0,Pre-Operation,MSME,Q4,Legal Metrology,30,35.0,1
APP_SYN_0188,Uttar Pradesh,Pharmaceuticals,72068543.27,585,8,24,3,0,4,1,Pre-Operation,Enterprise,Q2,UP Fire Service,20,28.8,1
APP_SYN_0189,Karnataka,Chemicals,1042761.38,6,1,3,0,1,1,0,Pre-Operation,Individual,Q3,Legal Metrology,30,27.6,0
APP_SYN_0190,Maharashtra,Manufacturing,8169284.46,12,2,6,0,0,2,0,Pre-Operation,MSME,Q4,Boilers Directorate,45,46.5,1
APP_SYN_0191,Gujarat,Information Technology,10630825.03,13,6,30,3,0,2,0,Pre-Operation,MSME,Q4,Boilers Directorate,15,22.3,1
APP_SYN_0192,Uttar Pradesh,Food Processing,53390138.9,409,7,35,1,0,4,0,Pre-Operation,Enterprise,Q1,Directorate of Factories,45,47.4,1
APP_SYN_0193,Uttar Pradesh,Manufacturing,18781283.78,471,6,30,0,1,3,3,Operation,Enterprise,Q2,UP Fire Service,30,45.6,1
APP_SYN_0194,Tamil Nadu,Chemicals,12861593.08,12,5,25,1,0,1,3,Pre-Operation,MSME,Q3,Legal Metrology,20,24.8,1
APP_SYN_0195,Uttar Pradesh,Textiles,41581474.49,188,8,32,1,0,2,1,Pre-Establishment,Enterprise,Q4,Directorate of Factories,60,69.8,1
APP_SYN_0196,Uttar Pradesh,Chemicals,1552741.01,8,1,4,0,1,1,0,Operation,Individual,Q3,Directorate of Factories,30,27.1,0
APP_SYN_0197,Gujarat,Food Processing,69486256.47,304,6,24,0,1,2,1,Pre-Operation,Enterprise,Q2,FSSAI,15,15.4,1
APP_SYN_0198,Uttar Pradesh,Food Processing,20131715.19,595,6,18,1,0,2,0,Pre-Operation,Enterprise,Q2,FSSAI,30,24.4,0
APP_SYN_0199,Tamil Nadu,Information Technology,7460865.48,95,3,12,3,1,1,3,Pre-Operation,MSME,Q2,CEIG,15,21.0,1
APP_SYN_0200,Karnataka,Chemicals,627015.38,4,1,5,1,0,1,0,Pre-Establishment,Individual,Q2,UP Fire Service,30,27.9,0
APP_SYN_0201,Uttar Pradesh,Manufacturing,72261064.16,133,10,30,1,0,3,0,Operation,Enterprise,Q1,CEIG,45,48.8,1
APP_SYN_0202,Uttar Pradesh,Food Processing,2569900.45,8,1,3,1,1,1,0,Pre-Establishment,Individual,Q1,UPPCB,30,28.3,0
APP_SYN_0203,Maharashtra,Manufacturing,11552579.67,45,2,6,0,0,1,1,Pre-Establishment,MSME,Q1,CEIG,15,9.0,0
APP_SYN_0204,Uttar Pradesh,Food Processing,23337783.39,560,7,21,2,0,4,0,Pre-Operation,Enterprise,Q2,Boilers Directorate,20,22.7,1
APP_SYN_0205,Gujarat,Chemicals,3341705.44,25,2,10,0,1,2,0,Pre-Establishment,MSME,Q3,Boilers Directorate,30,33.1,1
APP_SYN_0206,Maharashtra,Information Technology,2572534.69,69,2,6,3,1,2,1,Pre-Establishment,MSME,Q4,FSSAI,30,45.4,1
APP_SYN_0207,Maharashtra,Pharmaceuticals,84735606.11,526,4,16,0,1,2,2,Pre-Operation,Enterprise,Q2,UPPCB,30,31.1,1
APP_SYN_0208,Gujarat,Manufacturing,7751109.36,72,3,15,2,0,1,1,Operation,MSME,Q3,UP Fire Service,30,33.2,1
APP_SYN_0209,Karnataka,Food Processing,33660804.19,69,6,24,0,1,3,1,Pre-Operation,MSME,Q2,UPPCB,60,78.2,1
APP_SYN_0210,Uttar Pradesh,Pharmaceuticals,95128481.65,362,8,40,0,1,5,2,Pre-Operation,Enterprise,Q4,Boilers Directorate,60,80.0,1
APP_SYN_0211,Gujarat,Food Processing,2019780.85,16,2,6,0,1,2,1,Pre-Establishment,MSME,Q4,Legal Metrology,15,15.2,1
APP_SYN_0212,Uttar Pradesh,Food Processing,25323098.33,338,8,32,1,0,5,1,Pre-Establishment,Enterprise,Q3,UP Fire Service,30,35.5,1
APP_SYN_0213,Gujarat,Information Technology,1183073.22,10,1,4,4,0,1,0,Pre-Establishment,Individual,Q1,UPPCB,30,37.6,1
APP_SYN_0214,Gujarat,Manufacturing,5041678.52,84,3,12,3,1,2,0,Pre-Establishment,MSME,Q3,Directorate of Factories,15,18.5,1
APP_SYN_0215,Rajasthan,Food Processing,1905652.47,38,4,20,1,1,2,1,Pre-Establishment,MSME,Q4,Directorate of Factories,30,38.5,1
APP_SYN_0216,Maharashtra,Food Processing,30227606.84,63,4,20,2,1,1,0,Pre-Establishment,MSME,Q3,UP Fire Service,15,16.2,1
APP_SYN_0217,Gujarat,Manufacturing,9606114.13,50,3,12,0,0,2,0,Operation,MSME,Q3,UPPCB,15,11.3,0
APP_SYN_0218,Gujarat,Pharmaceuticals,21849030.84,45,3,9,0,0,2,2,Pre-Operation,MSME,Q1,Directorate of Factories,30,33.5,1
APP_SYN_0219,Uttar Pradesh,Food Processing,5107687.77,71,3,15,1,0,1,0,Pre-Establishment,MSME,Q4,UP Fire Service,45,38.2,0
APP_SYN_0220,Uttar Pradesh,Manufacturing,8804578.02,543,5,15,0,1,2,0,Pre-Establishment,Enterprise,Q3,UP Fire Service,45,43.6,0
APP_SYN_0221,Tamil Nadu,Pharmaceuticals,53603683.96,469,5,25,3,0,5,2,Pre-Establishment,Enterprise,Q2,CEIG,20,33.4,1
APP_SYN_0222,Uttar Pradesh,Food Processing,10165757.2,83,2,10,0,1,2,0,Pre-Establishment,MSME,Q1,Directorate of Factories,15,13.5,0
APP_SYN_0223,Uttar Pradesh,Food Processing,66555829.68,118,4,20,0,1,4,0,Pre-Establishment,Enterprise,Q3,Directorate of Factories,20,23.5,1
APP_SYN_0224,Karnataka,Chemicals,604814.49,10,2,10,0,0,1,2,Pre-Establishment,Individual,Q4,CEIG,15,12.7,0
APP_SYN_0225,Karnataka,Food Processing,25169092.61,463,4,16,0,1,4,0,Pre-Operation,Enterprise,Q3,UPPCB,30,26.2,0
APP_SYN_0226,Uttar Pradesh,Manufacturing,148421138.34,338,9,36,0,1,2,0,Pre-Operation,Enterprise,Q1,UP Fire Service,20,19.3,0
APP_SYN_0227,Uttar Pradesh,Food Processing,34918308.92,196,9,36,3,1,4,0,Pre-Operation,Enterprise,Q2,Boilers Directorate,20,28.6,1
APP_SYN_0228,Uttar Pradesh,Manufacturing,3714768.93,142,11,33,1,1,4,2,Pre-Operation,Enterprise,Q1,CEIG,20,28.2,1
APP_SYN_0229,Rajasthan,Manufacturing,64590899.99,220,4,12,0,1,4,0,Pre-Establishment,Enterprise,Q3,Boilers Directorate,30,36.4,1
APP_SYN_0230,Tamil Nadu,Textiles,31320606.74,413,6,18,0,0,3,2,Pre-Operation,Enterprise,Q1,UPPCB,20,22.5,1
APP_SYN_0231,Maharashtra,Food Processing,17763533.12,583,9,45,0,1,5,0,Pre-Operation,Enterprise,Q2,Directorate of Factories,30,31.9,1
APP_SYN_0232,Uttar Pradesh,Manufacturing,1201111.38,87,4,16,0,0,2,0,Pre-Operation,MSME,Q4,CEIG,20,18.0,0
APP_SYN_0233,Gujarat,Textiles,4560015.93,96,5,15,0,0,2,0,Pre-Operation,MSME,Q3,UP Fire Service,20,21.0,1
APP_SYN_0234,Maharashtra,Manufacturing,19367699.96,141,4,16,1,1,4,1,Pre-Establishment,Enterprise,Q4,UPPCB,30,44.1,1
APP_SYN_0235,Gujarat,Pharmaceuticals,202930824.87,103,11,55,0,0,5,2,Pre-Operation,Enterprise,Q2,FSSAI,45,53.5,1
APP_SYN_0236,Gujarat,Textiles,1258470.5,66,2,8,0,0,2,1,Pre-Operation,MSME,Q2,FSSAI,15,10.1,0
APP_SYN_0237,Maharashtra,Chemicals,8808436.54,27,5,15,1,0,2,0,Pre-Operation,MSME,Q3,FSSAI,20,20.7,1
APP_SYN_0238,Uttar Pradesh,Manufacturing,13100887.9,105,9,45,3,1,4,2,Operation,Enterprise,Q4,Legal Metrology,30,56.0,1
APP_SYN_0239,Uttar Pradesh,Manufacturing,13648211.29,65,3,9,0,1,3,0,Pre-Establishment,MSME,Q4,FSSAI,20,18.8,0
APP_SYN_0240,Rajasthan,Pharmaceuticals,4461569.17,90,3,15,2,0,1,0,Pre-Operation,MSME,Q2,Boilers Directorate,30,28.4,0
APP_SYN_0241,Tamil Nadu,Manufacturing,3475549.21,11,1,5,2,0,1,0,Pre-Operation,Individual,Q3,Directorate of Factories,30,30.3,1
APP_SYN_0242,Gujarat,Manufacturing,9449566.53,18,4,12,1,1,3,0,Pre-Operation,MSME,Q2,UPPCB,45,49.2,1
APP_SYN_0243,Uttar Pradesh,Manufacturing,20414667.4,113,10,30,0,1,5,0,Pre-Operation,Enterprise,Q1,Legal Metrology,30,32.4,1
APP_SYN_0244,Karnataka,Food Processing,85315463.74,167,7,28,0,1,3,0,Pre-Establishment,Enterprise,Q3,Directorate of Factories,15,16.8,1
APP_SYN_0245,Maharashtra,Food Processing,3713017.87,12,6,24,3,1,2,0,Operation,MSME,Q4,FSSAI,30,42.4,1
APP_SYN_0246,Maharashtra,Manufacturing,49776307.67,122,6,18,2,1,4,3,Operation,Enterprise,Q3,CEIG,20,34.6,1
APP_SYN_0247,Karnataka,Food Processing,7091827.39,98,6,24,0,0,3,0,Pre-Establishment,MSME,Q3,FSSAI,15,14.7,0
APP_SYN_0248,Maharashtra,Food Processing,5129858.53,60,4,12,0,0,2,0,Pre-Establishment,MSME,Q1,FSSAI,20,16.6,0
APP_SYN_0249,Gujarat,Food Processing,88019154.08,425,10,40,2,1,3,1,Pre-Establishment,Enterprise,Q3,UP Fire Service,15,21.2,1
APP_SYN_0250,Maharashtra,Chemicals,2737848.64,99,3,15,0,0,1,0,Pre-Establishment,MSME,Q4,FSSAI,30,23.3,0
APP_SYN_0251,Maharashtra,Textiles,119816010.55,81,4,16,0,0,4,1,Pre-Operation,Enterprise,Q3,Boilers Directorate,20,21.5,1
APP_SYN_0252,Maharashtra,Chemicals,20946834.84,273,9,27,2,1,5,0,Pre-Establishment,Enterprise,Q2,Boilers Directorate,30,47.4,1
APP_SYN_0253,Maharashtra,Pharmaceuticals,710012.57,6,2,6,0,0,1,0,Pre-Operation,Individual,Q4,UPPCB,30,26.3,0
APP_SYN_0254,Uttar Pradesh,Pharmaceuticals,14279954.4,7,4,20,2,0,1,0,Operation,MSME,Q1,Legal Metrology,30,28.5,0
APP_SYN_0255,Uttar Pradesh,Food Processing,8267592.14,81,2,6,1,0,2,0,Operation,MSME,Q2,FSSAI,15,15.6,1
APP_SYN_0256,Tamil Nadu,Information Technology,1877199.66,2,2,8,0,0,1,2,Pre-Operation,Individual,Q3,Directorate of Factories,20,21.6,1
APP_SYN_0257,Gujarat,Manufacturing,13305696.71,192,4,16,2,0,4,1,Pre-Operation,Enterprise,Q4,Boilers Directorate,20,28.1,1
APP_SYN_0258,Tamil Nadu,Pharmaceuticals,22233953.11,189,4,16,3,0,2,2,Operation,Enterprise,Q3,UP Fire Service,30,40.4,1
APP_SYN_0259,Gujarat,Food Processing,6735451.16,89,6,24,0,0,3,1,Pre-Establishment,MSME,Q3,UPPCB,20,18.1,0
APP_SYN_0260,Uttar Pradesh,Food Processing,14171740.11,10,4,16,1,1,2,0,Pre-Operation,MSME,Q1,Directorate of Factories,20,24.2,1
APP_SYN_0261,Tamil Nadu,Food Processing,19149949.2,132,5,25,0,0,5,2,Pre-Operation,Enterprise,Q1,UPPCB,15,14.5,0
APP_SYN_0262,Rajasthan,Manufacturing,902435.1,15,2,10,0,1,1,0,Operation,Individual,Q2,FSSAI,20,15.9,0
APP_SYN_0263,Uttar Pradesh,Manufacturing,24155243.93,244,5,15,0,0,4,1,Pre-Operation,Enterprise,Q4,UP Fire Service,20,19.5,0
APP_SYN_0264,Uttar Pradesh,Pharmaceuticals,1102751.47,2,2,10,0,0,1,2,Operation,Individual,Q3,Boilers Directorate,15,13.3,0
APP_SYN_0265,Gujarat,Manufacturing,1803695.13,25,2,6,0,0,2,0,Pre-Establishment,MSME,Q2,Legal Metrology,15,14.7,0
APP_SYN_0266,Maharashtra,Food Processing,16420419.39,56,2,10,2,0,2,0,Operation,MSME,Q4,Directorate of Factories,20,18.3,0
APP_SYN_0267,Uttar Pradesh,Information Technology,7562206.41,80,3,15,1,0,1,0,Pre-Establishment,MSME,Q4,UP Fire Service,20,22.6,1
APP_SYN_0268,Karnataka,Food Processing,1617025.98,5,2,10,1,1,1,1,Pre-Operation,MSME,Q2,Boilers Directorate,15,16.4,1
APP_SYN_0269,Tamil Nadu,Chemicals,6757955.47,82,6,30,0,0,2,1,Pre-Establishment,MSME,Q2,UP Fire Service,30,27.0,0
APP_SYN_0270,Uttar Pradesh,Manufacturing,1348164.15,2,2,10,0,0,1,0,Pre-Establishment,Individual,Q2,CEIG,30,22.9,0
APP_SYN_0271,Rajasthan,Manufacturing,6671386.12,39,2,10,0,1,2,3,Pre-Operation,MSME,Q4,FSSAI,15,17.5,1
APP_SYN_0272,Uttar Pradesh,Manufacturing,3405703.03,14,1,5,0,0,1,0,Operation,Individual,Q3,FSSAI,30,20.8,0
APP_SYN_0273,Uttar Pradesh,Manufacturing,40338614.63,220,10,50,0,1,2,2,Pre-Establishment,Enterprise,Q3,Directorate of Factories,45,47.4,1
APP_SYN_0274,Gujarat,Manufacturing,20589057.51,220,9,45,2,1,2,2,Pre-Operation,Enterprise,Q2,UP Fire Service,20,32.2,1
APP_SYN_0275,Uttar Pradesh,Pharmaceuticals,6879168.34,261,9,45,1,1,5,1,Pre-Establishment,Enterprise,Q4,UP Fire Service,30,43.3,1
APP_SYN_0276,Uttar Pradesh,Food Processing,15177564.53,199,11,55,0,1,4,3,Pre-Establishment,Enterprise,Q4,Legal Metrology,15,21.2,1
APP_SYN_0277,Maharashtra,Manufacturing,4605594.44,91,2,6,1,0,2,1,Pre-Establishment,MSME,Q2,Directorate of Factories,30,33.4,1
APP_SYN_0278,Gujarat,Food Processing,3391015.1,79,4,12,3,0,1,0,Pre-Operation,MSME,Q3,FSSAI,20,23.6,1
APP_SYN_0279,Uttar Pradesh,Food Processing,3099961.97,52,3,15,0,0,1,0,Operation,MSME,Q4,UPPCB,30,26.5,0
APP_SYN_0280,Karnataka,Food Processing,2127491.21,67,6,18,0,0,1,0,Pre-Operation,MSME,Q4,FSSAI,15,12.0,0
APP_SYN_0281,Gujarat,Food Processing,7206873.91,33,4,20,0,0,3,0,Pre-Establishment,MSME,Q3,CEIG,30,28.6,0
APP_SYN_0282,Karnataka,Food Processing,20967293.41,73,5,15,0,1,2,0,Pre-Establishment,MSME,Q4,UP Fire Service,60,52.4,0
APP_SYN_0283,Uttar Pradesh,Food Processing,10744953.15,83,2,8,0,0,1,1,Pre-Establishment,MSME,Q3,Directorate of Factories,20,18.3,0
APP_SYN_0284,Gujarat,Food Processing,1729139.11,19,1,3,1,0,1,0,Pre-Establishment,Individual,Q2,Boilers Directorate,30,29.1,0
APP_SYN_0285,Gujarat,Manufacturing,3183105.36,89,5,20,0,0,3,0,Pre-Operation,MSME,Q3,Directorate of Factories,20,17.2,0
APP_SYN_0286,Uttar Pradesh,Textiles,26488062.53,539,6,24,1,0,2,0,Pre-Operation,Enterprise,Q2,FSSAI,20,21.2,1
APP_SYN_0287,Uttar Pradesh,Chemicals,136725049.55,352,8,24,1,1,3,0,Pre-Establishment,Enterprise,Q4,UPPCB,30,38.4,1
APP_SYN_0288,Uttar Pradesh,Manufacturing,2288296.16,40,4,20,2,0,2,1,Operation,MSME,Q4,UP Fire Service,30,42.3,1
APP_SYN_0289,Uttar Pradesh,Food Processing,6654841.94,62,5,20,1,0,2,0,Pre-Establishment,MSME,Q1,UP Fire Service,30,26.6,0
APP_SYN_0290,Tamil Nadu,Chemicals,18020823.3,501,8,40,1,0,5,1,Pre-Operation,Enterprise,Q2,Legal Metrology,20,23.6,1
APP_SYN_0291,Gujarat,Manufacturing,2933915.51,91,4,20,2,0,2,0,Pre-Establishment,MSME,Q4,UPPCB,30,34.5,1
APP_SYN_0292,Uttar Pradesh,Food Processing,44490910.87,560,4,16,1,1,4,0,Pre-Operation,Enterprise,Q4,Directorate of Factories,20,26.2,1
APP_SYN_0293,Maharashtra,Food Processing,104225104.23,581,9,27,0,1,4,0,Pre-Establishment,Enterprise,Q2,Directorate of Factories,20,21.6,1
APP_SYN_0294,Tamil Nadu,Manufacturing,2866741.85,88,6,30,2,1,1,1,Pre-Operation,MSME,Q4,Directorate of Factories,30,40.9,1
APP_SYN_0295,Uttar Pradesh,Food Processing,4036262.86,76,3,15,0,1,2,0,Pre-Establishment,MSME,Q1,CEIG,15,14.1,0
APP_SYN_0296,Uttar Pradesh,Food Processing,13034390.88,42,3,15,1,0,3,0,Pre-Operation,MSME,Q2,Directorate of Factories,30,30.8,1
APP_SYN_0297,Tamil Nadu,Chemicals,24959333.78,470,9,27,4,1,2,0,Pre-Operation,Enterprise,Q4,Boilers Directorate,60,107.2,1
APP_SYN_0298,Gujarat,Information Technology,16975915.78,32,4,12,0,0,3,0,Pre-Operation,MSME,Q4,Legal Metrology,20,18.5,0
APP_SYN_0299,Uttar Pradesh,Textiles,2565779.05,93,4,16,1,0,2,0,Operation,MSME,Q2,FSSAI,20,17.9,0
APP_SYN_0300,Maharashtra,Manufacturing,3417018.18,54,4,12,0,1,1,0,Pre-Operation,MSME,Q1,UPPCB,30,22.9,0
APP_SYN_0301,Gujarat,Food Processing,4141003.43,40,3,15,1,1,3,0,Pre-Establishment,MSME,Q1,Directorate of Factories,20,21.0,1
APP_SYN_0302,Uttar Pradesh,Food Processing,14104186.1,34,4,16,0,0,2,0,Pre-Operation,MSME,Q1,Boilers Directorate,30,24.4,0
APP_SYN_0303,Uttar Pradesh,Information Technology,733890.44,34,2,6,0,0,2,1,Pre-Establishment,MSME,Q4,Legal Metrology,20,16.8,0
APP_SYN_0304,Tamil Nadu,Food Processing,4250225.16,48,3,15,3,0,3,0,Pre-Establishment,MSME,Q1,Boilers Directorate,20,25.3,1
APP_SYN_0305,Uttar Pradesh,Chemicals,6596535.05,48,3,15,1,0,1,3,Pre-Operation,MSME,Q1,UP Fire Service,20,26.0,1
APP_SYN_0306,Gujarat,Food Processing,6055133.35,46,6,24,0,0,3,1,Pre-Operation,MSME,Q1,Legal Metrology,15,13.9,0
APP_SYN_0307,Uttar Pradesh,Textiles,4093431.79,88,5,15,0,0,3,0,Pre-Establishment,MSME,Q4,Boilers Directorate,60,57.5,0
APP_SYN_0308,Uttar Pradesh,Food Processing,245374.35,10,1,4,0,1,1,2,Pre-Establishment,Individual,Q3,Legal Metrology,60,74.1,1
APP_SYN_0309,Karnataka,Chemicals,13052697.21,29,3,9,0,0,2,1,Pre-Operation,MSME,Q3,Directorate of Factories,15,15.5,1
APP_SYN_0310,Uttar Pradesh,Food Processing,4068326.68,71,3,15,0,0,2,0,Pre-Operation,MSME,Q4,FSSAI,15,12.7,0
APP_SYN_0311,Karnataka,Textiles,4655126.41,59,4,20,0,0,3,3,Pre-Operation,MSME,Q3,FSSAI,30,34.9,1
APP_SYN_0312,Maharashtra,Manufacturing,64199754.46,338,6,30,0,0,5,3,Pre-Operation,Enterprise,Q4,Legal Metrology,45,59.3,1
APP_SYN_0313,Gujarat,Manufacturing,46230949.06,468,7,28,0,1,2,0,Pre-Operation,Enterprise,Q4,Legal Metrology,20,19.1,0
APP_SYN_0314,Uttar Pradesh,Manufacturing,9707597.68,81,4,20,0,1,2,0,Pre-Establishment,MSME,Q3,Directorate of Factories,20,22.5,1
APP_SYN_0315,Uttar Pradesh,Food Processing,5595186.01,95,2,6,0,0,1,0,Pre-Operation,MSME,Q3,UP Fire Service,15,11.5,0
APP_SYN_0316,Uttar Pradesh,Food Processing,3456358.57,45,4,12,1,0,1,0,Operation,MSME,Q4,UPPCB,45,37.0,0
APP_SYN_0317,Uttar Pradesh,Manufacturing,67085406.17,50,7,21,0,0,2,0,Pre-Establishment,Enterprise,Q1,FSSAI,20,11.6,0
APP_SYN_0318,Gujarat,Chemicals,2532312.52,84,5,20,0,1,3,0,Pre-Operation,MSME,Q1,UPPCB,20,18.2,0
APP_SYN_0319,Gujarat,Food Processing,3089266.06,77,5,15,0,0,3,0,Pre-Establishment,MSME,Q2,UPPCB,20,15.0,0
APP_SYN_0320,Maharashtra,Textiles,18806770.0,57,6,30,0,1,5,0,Pre-Operation,Enterprise,Q3,UP Fire Service,15,18.9,1
APP_SYN_0321,Uttar Pradesh,Pharmaceuticals,81215507.95,179,9,45,1,1,5,0,Pre-Operation,Enterprise,Q2,FSSAI,20,27.0,1
APP_SYN_0322,Uttar Pradesh,Pharmaceuticals,5076005.69,96,3,12,0,0,3,0,Pre-Establishment,MSME,Q4,FSSAI,20,19.0,0
APP_SYN_0323,Gujarat,Manufacturing,15762520.82,59,4,16,0,1,3,0,Pre-Establishment,MSME,Q2,UPPCB,20,17.8,0
APP_SYN_0324,Uttar Pradesh,Manufacturing,55761936.48,49,6,30,2,0,3,2,Pre-Establishment,MSME,Q4,FSSAI,15,20.1,1
APP_SYN_0325,Tamil Nadu,Food Processing,19355079.74,333,6,24,0,0,4,0,Pre-Establishment,Enterprise,Q3,UP Fire Service,30,27.1,0
APP_SYN_0326,Uttar Pradesh,Information Technology,2933953.99,72,4,20,0,0,3,1,Operation,MSME,Q2,Directorate of Factories,20,19.2,0
APP_SYN_0327,Karnataka,Manufacturing,68530209.22,432,4,12,4,1,4,2,Pre-Establishment,Enterprise,Q1,UPPCB,20,33.9,1
APP_SYN_0328,Maharashtra,Textiles,4516492.21,82,3,15,3,0,3,1,Operation,MSME,Q4,FSSAI,20,26.5,1
APP_SYN_0329,Uttar Pradesh,Information Technology,58331929.39,495,10,40,0,0,5,0,Pre-Establishment,Enterprise,Q4,CEIG,45,48.3,1
APP_SYN_0330,Maharashtra,Manufacturing,1368048.6,3,1,4,1,0,1,0,Pre-Establishment,Individual,Q2,UP Fire Service,20,16.1,0
APP_SYN_0331,Karnataka,Manufacturing,10165808.61,20,4,12,0,0,1,0,Pre-Establishment,MSME,Q3,UPPCB,15,11.5,0
APP_SYN_0332,Tamil Nadu,Chemicals,6074046.49,69,2,6,0,0,1,1,Pre-Operation,MSME,Q2,Directorate of Factories,30,23.7,0
APP_SYN_0333,Uttar Pradesh,Food Processing,14684074.65,81,2,10,1,1,1,2,Operation,MSME,Q3,UP Fire Service,45,53.8,1
APP_SYN_0334,Uttar Pradesh,Chemicals,1395780.56,14,1,4,0,1,1,0,Pre-Operation,Individual,Q4,UP Fire Service,15,11.1,0
APP_SYN_0335,Uttar Pradesh,Food Processing,2883159.23,51,4,20,0,0,2,0,Pre-Operation,MSME,Q4,Directorate of Factories,20,15.3,0
APP_SYN_0336,Rajasthan,Chemicals,14870602.27,21,2,8,3,1,2,0,Pre-Operation,MSME,Q1,Boilers Directorate,20,24.4,1
APP_SYN_0337,Uttar Pradesh,Chemicals,36648856.06,577,7,21,0,0,4,0,Pre-Establishment,Enterprise,Q2,CEIG,30,24.6,0
APP_SYN_0338,Maharashtra,Food Processing,2265536.57,13,2,8,0,0,1,1,Pre-Operation,Individual,Q1,Boilers Directorate,15,12.3,0
APP_SYN_0339,Uttar Pradesh,Manufacturing,46134192.07,247,6,24,0,0,3,0,Pre-Operation,Enterprise,Q4,UPPCB,60,49.8,0
APP_SYN_0340,Rajasthan,Manufacturing,3914040.41,91,6,30,1,0,2,0,Pre-Establishment,MSME,Q4,Directorate of Factories,45,47.6,1
APP_SYN_0341,Tamil Nadu,Pharmaceuticals,12936254.03,567,10,50,2,0,3,0,Pre-Operation,Enterprise,Q3,UPPCB,15,16.8,1
APP_SYN_0342,Uttar Pradesh,Information Technology,19482200.43,32,2,10,2,0,2,0,Pre-Operation,MSME,Q4,UPPCB,45,51.1,1
APP_SYN_0343,Uttar Pradesh,Textiles,45286903.98,476,8,24,0,0,3,0,Pre-Establishment,Enterprise,Q1,Directorate of Factories,15,12.5,0
APP_SYN_0344,Tamil Nadu,Food Processing,6959510.76,59,6,18,2,1,2,0,Pre-Operation,MSME,Q1,FSSAI,30,41.9,1
APP_SYN_0345,Uttar Pradesh,Pharmaceuticals,20527301.95,13,6,30,0,0,3,1,Pre-Establishment,MSME,Q3,FSSAI,45,55.2,1
APP_SYN_0346,Uttar Pradesh,Food Processing,9422930.13,21,5,15,0,1,1,1,Operation,MSME,Q1,Directorate of Factories,30,27.4,0
APP_SYN_0347,Rajasthan,Chemicals,4046868.58,29,3,12,1,1,2,1,Pre-Operation,MSME,Q4,CEIG,20,27.2,1
APP_SYN_0348,Gujarat,Food Processing,5070294.4,71,5,20,3,0,1,0,Pre-Establishment,MSME,Q1,UP Fire Service,45,49.9,1
APP_SYN_0349,Maharashtra,Textiles,9841767.26,52,5,25,3,0,2,1,Pre-Establishment,MSME,Q2,CEIG,45,53.2,1
APP_SYN_0350,Uttar Pradesh,Food Processing,4075273.99,98,6,30,1,1,3,0,Operation,MSME,Q1,FSSAI,45,48.3,1
APP_SYN_0351,Uttar Pradesh,Manufacturing,10412892.73,13,4,16,0,0,1,0,Pre-Operation,MSME,Q3,UP Fire Service,30,25.4,0
APP_SYN_0352,Tamil Nadu,Textiles,1238714.86,14,2,6,2,0,1,1,Pre-Operation,Individual,Q2,UP Fire Service,30,35.3,1
APP_SYN_0353,Maharashtra,Food Processing,47021143.36,68,5,15,1,0,5,0,Pre-Establishment,Enterprise,Q1,Legal Metrology,20,23.8,1
APP_SYN_0354,Uttar Pradesh,Food Processing,10360084.67,12,5,20,0,1,1,0,Pre-Operation,MSME,Q4,CEIG,20,19.2,0
APP_SYN_0355,Maharashtra,Food Processing,2445930.8,12,2,8,3,0,1,0,Operation,Individual,Q3,UPPCB,30,33.4,1
APP_SYN_0356,Maharashtra,Food Processing,4975439.05,63,3,12,0,1,1,1,Operation,MSME,Q1,UPPCB,15,11.7,0
APP_SYN_0357,Maharashtra,Food Processing,13825645.29,22,2,8,1,1,1,0,Pre-Establishment,MSME,Q2,Boilers Directorate,30,28.8,0
APP_SYN_0358,Uttar Pradesh,Manufacturing,9488932.86,17,2,10,1,0,2,0,Operation,MSME,Q3,FSSAI,20,25.1,1
APP_SYN_0359,Uttar Pradesh,Food Processing,2005351.28,58,6,18,0,1,3,0,Pre-Operation,MSME,Q2,UPPCB,30,30.8,1
APP_SYN_0360,Tamil Nadu,Textiles,27421716.36,200,11,33,0,1,3,1,Pre-Operation,Enterprise,Q4,UP Fire Service,45,56.9,1
APP_SYN_0361,Gujarat,Food Processing,9928879.33,19,5,20,0,0,1,1,Pre-Establishment,MSME,Q3,Boilers Directorate,15,14.9,0
APP_SYN_0362,Uttar Pradesh,Manufacturing,1010521.95,4,2,10,0,0,1,0,Pre-Establishment,Individual,Q4,CEIG,30,22.3,0
APP_SYN_0363,Tamil Nadu,Food Processing,1079609.57,14,2,6,0,1,1,1,Pre-Operation,Individual,Q2,FSSAI,15,14.3,0
